NAMASTE_code,NAMASTE_term,Biomedicine_code,Biomedicine_term,Biomedicine_mapping_type,TM-2_code,TM-2_term,TM-2_mapping_type
SL07(AAC-33),mUkatvam,,,,SL07,Speech disorder (TM2),direct_match
SP40(AAC-34),vAtakaNTakam,,,,SP40,Achillodynia disorder (TM2),direct_match
SK51(AAC-35),viSvAcI,,,,SK51,Cervicobrachial pain disorder (TM2),direct_match
SK52(AAC-36),kampaH/vepathuH,"8A04.0, 8A04.1, 8A04.2, 8A04.30, 8A04.31, 8A04.3Y, 8A04.3Z, 8A04.4, 8A04.Y, 8A04.Z","Disorders associated with tremor, unspecified, Enhanced physiological tremor, Essential tremor or related tremors, Functional tremor, Other specified disorders associated with tremor, Other specified secondary tremor, Rest tremor, Secondary tremor, unspecified, Tremor due to chronic or acute substance use, Tremor due to metabolic disorders",semantic_match,SK52,Tremor disorder (TM2),direct_match
AAC-37,SirograhaH,,,,SL0Z,"Neck and throat disorders (TM2), unspecified",semantic_match
AAC-38(SK22),sarvA~ggavAtaH/sarvA~ggarogaH,,,,SK2Z,"Paralysis disorders (TM2), unspecified",semantic_match
AAC-39(SL7Y),sirAgrahaH,8B22.2,Cerebral vasoconstriction syndromes,semantic_match,SM9B,Vaginismus disorder (TM2),semantic_match
AAC-40(SK5Y),hanugrahaH/hanusraMsa,,,,SL07,Speech disorder (TM2),semantic_match
AAD-3.5(SR20),majjAvRutavAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAD-3.6(SR20),SukrAvRutavAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
SR20(AAD),AvRuta-vAtaH/AvaraNavAta,,,,SR20,Pattern of occlusion (TM2),direct_match
AAD-1,anyonyAvaraNaH/paraspara-AvaraNaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAD-1.1,prANAvRutavyAnavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.2,vyAnAvRutaprANavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAD-1.3,prANAvRutasamAnavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.4,samAnAvRuta-apAnavAtaH,,,,SK98,Ozaena disorder (TM2),semantic_match
AAD-1.5,prANAvRuta-udAnavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.6,udAnAvRutaprANavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.7,udAnAvRuta-apAnavAtaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AAD-1.8,apAnAvRuta-udAnavAtaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
AAD-1.9,vyAnAvRuta-apAnavAtaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AAD-1.10,apAnAvRuta-vyAnavAtaH,,,,SB09,Involuntary ejaculation disorder (TM1),semantic_match
AAD-1.11,samAnAvRuta-vyAnavAtaH,,,,SK98,Ozaena disorder (TM2),semantic_match
AAD-1.12,udAnAvRutavyAnavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAD-1.13,apAnAvRutasamAnavAtaH,LB9A.4,Apodia,semantic_match,SK98,Ozaena disorder (TM2),semantic_match
AAD-1.14,apAnAvRuta-prANavAtaH,LB9A.4,Apodia,semantic_match,SN4P,Pemphigus vulgaris disorder (TM2),semantic_match
AAD-1.15,prANAvRuta-apAnavAtaH,,,,SN4P,Pemphigus vulgaris disorder (TM2),semantic_match
AAD-1.16,samAnAvRutaprANavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.17,samAnAvRuta-udAnavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.18,udAnAvRutasamAnavAtaH,,,,SN07,Priapism disorder (TM2),semantic_match
AAD-1.19,vyAnAvRuta-udAnavAtaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AAD-1.20,vyAnAvRutasamAnavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAD-2,doShAvRuta-vAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAD-2.1(SR20),pittAvRutavAtaH,,,,SS53,Vata-Pitta constitution pattern (TM2),semantic_match
AAD-2.2(SR20),kaPAvRutavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.3(SR20),pittAvRutaprANavAtaH,,,,SR15,Vitiation of pitta pattern (TM2),semantic_match
AAD-2.4(SR20),kaPAvRutaprANavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.5(SR20),pittAvRuta-udAnavAtaH,,,,SS53,Vata-Pitta constitution pattern (TM2),semantic_match
AAD-2.6(SR20),kaPAvRuta-udAnavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.7(SR20),pittAvRuta-samAnavAtaH,,,,SS53,Vata-Pitta constitution pattern (TM2),semantic_match
AAD-2.8(SR20),kaPAvRutasamAnavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.9(SR20),pittAvRutavyAnavAtaH,,,,SR15,Vitiation of pitta pattern (TM2),semantic_match
AAD-2.10(SR20),kaPAvRutavyAnavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.11(SR20),pittAvRuta-apAnavAtaH,,,,SS53,Vata-Pitta constitution pattern (TM2),semantic_match
AAD-2.12(SR20),kaPAvRuta-apAnavAtaH,,,,SS55,Kapha-Vata constitution pattern (TM2),semantic_match
AAD-2.13,kaPapittAvRutavAtaH,,,,SS82,Vata predominant age pattern (TM2),semantic_match
AAD-3,dhAtvAvRutavAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAD-3.1(SR20),raktAvRutavAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAD-3.2(SR20),mAMsAvRutavAtaH,,,,SR12,Aggravation of vata pattern (TM2),semantic_match
AAD-3.3(SR20),medasAvRutavAtaH,,,,SR11,Accumulation of Vata pattern (TM2),semantic_match
AAD-3.7(SR20),sarvadhAtvAvRutavAtaH,,,,SR40,"Vitiation of ""primary structural components of the body"" pattern (TM2)",semantic_match
AAD-4(SR20),malAvRutavAtaH,,,,SR11,Accumulation of Vata pattern (TM2),semantic_match
AAD-4.1(SR20),mUtrAvRutavAtaH,,,,SR11,Accumulation of Vata pattern (TM2),semantic_match
AAD-4.2,varcasAvRutavAtaH,,,,SM3C,Food stasis indigestion disorder (TM2),semantic_match
AAD-5(SR20),annAvRutavAtaH,,,,SR12,Aggravation of vata pattern (TM2),semantic_match
AAE,sthAnaviSeSha-kupitavAtaH,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
AAE-1,koShThASritavAtakopaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AAE-2,sarvA~ggakupitavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-3,gudasthitavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-4,AmASayagatavAtaH,"DA43.Y, DA43.Z, DA4Z","Diseases of stomach, unspecified, Other specified vascular disorders of the stomach, Vascular disorders of the stomach, unspecified",semantic_match,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
AAE-5,pakvASayagatavAtaH,"ME03.Z, ME0Y","Abnormal bowel sounds, unspecified, Other specified symptoms related to the lower gastrointestinal tract or abdomen",semantic_match,SM7Y,Other specified gastro-intestinal disorders (TM2),semantic_match
AAE-6,SrotrAdIndriyagatavAtaH,,,,SK83,Pruritus of ear disorder (TM2),semantic_match
AAE-7,tvak^-gatavAtaH,,,,SN5Y,Other specified skin disorders (TM2),semantic_match
AAE-8,asRuggatavAtaH/raktagatavAta,,,,SN4W,Ulcer disorder (TM2),semantic_match
AAE-9,mAMsagatavAtakopa,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-10,medogatavAtaH,"9B8Y, 9B8Z","Disorders of the vitreous body, unspecified, Other specified disorders of the vitreous body",semantic_match,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-11,asthigatavAtaH,,,,SP4Z,"Bone, joint and muscle disorders (TM2), unspecified",semantic_match
ABB-16,jIvAdAnaH (kEvalapitta),,,,SM53,Haemorrhoids disorder (TM2),semantic_match
AAE-12,majjAgatavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-13,SukragatavAtaH,,,,SC4Y,Other specified female reproductive system disorders (TM1) (including childbirth),semantic_match
AAE-14,snAyugatavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AAE-15,sirAgatavAtaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
SP12(AAE-16),sandhigatavAtaH,"FA0Z, FB86.10","Hypertrophic osteoarthropathy, Osteoarthritis, unspecified",semantic_match,SP12,Osteoarthritis disorder (TM2),direct_match
AAE-17,bastigata-pratilomavAtaH/bastigata-viguNavAtaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AA-1,kRucCrasAdhyavAtavyAdhiH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
AA-2,asAdhyavAtavyAdhiH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AA-3,vAtavyAdhi-upadravaH,RA00.0,Vaping related disorder,semantic_match,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AA-4,vAtavyAdhi^^ariShTa,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
AB,pittavikAraH,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABA,doShAvasthA (pitta),,,,SS81,Pitta predominant age pattern (TM2),semantic_match
SR16(ABA-1),pittasa~jcayaH,,,,SR16,Accumulation of pitta pattern (TM2),direct_match
SR17(ABA-2),pittavRuddhiH,,,,SR17,Aggravation of pitta pattern (TM2),direct_match
SR15(ABA-2.1),pittaprakopaH,,,,SR15,Vitiation of pitta pattern (TM2),direct_match
SR18(ABA-3),pittaprasaraH,,,,SR18,Spreading of pitta pattern (TM2),direct_match
SR19(ABA-4),pittakShayaH,,,,SR19,Depletion of pitta pattern (TM2),direct_match
ABB,nAnAtmajapittavikAraH,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABB-1(SK7Y),akShipAkaH (kEvalapitta),,,,SK7Z,"Eye disorders (TM2), unspecified",semantic_match
SN44(ABB-2),a~ggagandhaH (kEvalapitta),,,,SN44,Foul body smelling disorder (TM2),direct_match
ABB-3(SP9Y),a~ggAvadaraNam (kEvalapitta),,,,SK21,Paraplegia disorder (TM2),semantic_match
ABB-4,atisvedaH (kEvalapitta),"EE00.00, EE00.01, EE00.02, EE00.0Y, EE00.0Z, EE00.1, EE00.Z","Axillary hyperhidrosis, Craniofacial hyperhidrosis, Hyperhidrosis, unspecified, Localised hyperhidrosis, unspecified, Other specified localised hyperhidrosis, Palmoplantar hyperhidrosis, Primary generalised hyperhidrosis",semantic_match,SR84,Hyperhidrosis pattern (TM2),semantic_match
ABB-5(SM7Y),atRuptiH (kEvalapitta),,,,SP5B,Consumptive disorder (TM2),semantic_match
ABB-6(SM7Y),antardAhaH (kEvalapitta),ME65.0,Burning of skin,semantic_match,SD87,Repressed fire disorder (TM1),semantic_match
ABB-7(SM3Y),amlakaH (kEvalapitta),,,,SN4W,Ulcer disorder (TM2),semantic_match
ABB-8(SP9Y),aMsadAhaH (kEvalapitta),,,,SP15,Frozen shoulder disorder (TM2),semantic_match
SM10(ABB-9),AsyavipAkaH (kEvalapitta),"DA01.15, DA03.Y, DA03.Z","Diseases of tongue, unspecified, Mouth ulcers, Other specified diseases of tongue",semantic_match,SM10,Stomatitis disorder (TM2),direct_match
ABB-10(SP9Y),UShmAdhikyam (kEvalapitta),,,,SE00,Summer-heat disorder (TM1),semantic_match
ABB-11(SP9Y),oShaH (kEvalapitta),,,,SE0Y,Other specified warmth disorders (TM1),semantic_match
ABB-12,kakShA (kEvalapitta),ED92.0,Hidradenitis suppurativa,semantic_match,SN5Y,Other specified skin disorders (TM2),semantic_match
ABB-13,kAmalA (kEvalapitta),,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABB-14,galapAkaH (kEvalapitta),"1A72.3, CA02.Y, CA09.2","Chronic pharyngitis, Gonococcal pharyngitis, Other specified acute pharyngitis",semantic_match,SL05,Pharyngitis disorder (TM2),semantic_match
ABB-15,gudapAkaH/gudakuTTanam (kEvalapitta),,,,SM54,Proctitis disorder (TM2),semantic_match
ABB-17(SP98),tamapraveSaH/tamaH-atidarSanam (kEvalapitta),,,,SP5B,Consumptive disorder (TM2),semantic_match
ABB-18,tiktAsyatA (kEvalapitta),,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABB-19,tRuShNAdhikyam (kEvalapitta),MG43.0,Polydipsia,semantic_match,SP63,Polydipsia disorder (TM2),semantic_match
ABB-20,tvagavadaraNam (kEvalapitta),,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABB-21(SP9Y),tvagdAhaH (kEvalapitta),ME65.0,Burning of skin,semantic_match,SN5Z,"Skin disorders (TM2), unspecified",semantic_match
ABB-22(SP9Y),davaH (kEvalapitta),,,,SM1Y,Other specified oral cavity disorders (TM2),semantic_match
ABB-23(SP9Y),davathuH (kEvalapitta),,,,SN44,Foul body smelling disorder (TM2),semantic_match
ABB-24(SP9Y),dAhaH (kEvalapitta),,,,SD87,Repressed fire disorder (TM1),semantic_match
ABB-25(SP9Y),dhUmakaH/dhUmodgAraH (kEvalapitta),,,,SQ1Y,Other specified emotional disorders (TM2),semantic_match
ABB-26,akAlapalitaH (kEvalapitta),,,,SN73,Premature greying of hair disorder (TM2),semantic_match
SM15(ABB-27),pUtimukhatA (kEvalapitta),,,,SM15,Halitosis disorder (TM2),direct_match
ABB-28(SP9Y),ploShaH (kEvalapitta),,,,SK21,Paraplegia disorder (TM2),semantic_match
ABB-29(SP2Y),mAMsakledaH (kEvalapitta),,,,SP5B,Consumptive disorder (TM2),semantic_match
ABB-30(SP9Y),mAMsadAhaH (kEvalapitta),,,,SP2Z,"Muscle disorders (TM2), unspecified",semantic_match
SN00(ABB-31),meDhrapAkaH (kEvalapitta),GB06.Z,"Disorders of penis, unspecified",semantic_match,SN00,Balanitis disorder (TM2),direct_match
ABB-32,raktakoThaH (kEvalapitta),"2A21.10, EB00.1, EB01.3, EB05, EB0Y, EK50.00, XH8VS0, XM84R4","Chronic urticaria, Contact urticaria, Other specified urticarial disorders, Papular urticaria, Urtica plant, Urticaria of unspecified type, Urticaria pigmentosa",semantic_match,SN4K,Urticaria disorder (TM2),semantic_match
ABB-33,raktavisPoTaH (kEvalapitta),,,,SR8A,Urine like colour of raw-meat washings pattern (TM2),semantic_match
ABB-34,raktapittam (kEvalapitta),,,,SK90,Epistaxis disorder (TM2),semantic_match
ABB-35(SN5Y),raktamaNDalam (kEvalapitta),,,,SN4L,Wheal disorder (TM2),semantic_match
ABB-36,lohitagandhAsyatA (kEvalapitta),,,,SR8F,Sour smelling sweat pattern (TM2),semantic_match
ABB-37(SP9Y),vidAhaH (kEvalapitta),ME65.0,Burning of skin,semantic_match,SD87,Repressed fire disorder (TM1),semantic_match
ABB-38,SoNitakledaH (kEvalapitta),,,,SN44,Foul body smelling disorder (TM2),semantic_match
ABB-39,haritanetraH (kEvalapitta),,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABB-40,haritamUtraH (kEvalapitta),,,,SR8A,Urine like colour of raw-meat washings pattern (TM2),semantic_match
ABB-41,haritavarcaH (kEvalapitta),,,,SR86,Faeces with undigested food residues pattern (TM2),semantic_match
ABB-45(SN9Y),carmadaraNam/carmadalanam (kEvalapitta),"EA80.0, EA80.1, EA80.Y, EA80.Z, EA8Z, EK00.Z","Allergic contact dermatitis, unspecified, Atopic eczema, unspecified, Childhood atopic eczema, Dermatitis or eczema, unspecified, Infantile atopic eczema, Other specified forms of atopic eczema",semantic_match,SN40,Dermatitis disorder (TM2),semantic_match
ABC,sthAnaviSeSha-kupitapittam,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABC-1,raktasthitapittakopaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
ABC-2,mAMsasthitakaPakopaH,,,,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ABC-3,medasthitapittakopaH,"XH2WK5, XH85M7, XH87Q5","Medulloblastoma, SHH activated, NOS, Medulloblastoma, non-WNT/non-SHH, Medulloepithelioma, NOS",semantic_match,SM16,Sialorrhoea disorder (TM2),semantic_match
ABC-4,asthisthitapittakopaH,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
ABC-5,majjAsthitapittakopaH,,,,SN9Z,"Skin, nail and hair disorders (TM2), unspecified",semantic_match
ABC-6,SukrasthitapittakopaH,XM0MJ2,Hippocastani semen,semantic_match,SN09,Spermatorrhoea disorder (TM2),semantic_match
ABC-7,tvaksthitapittakopaH,"EM0Y, EM0Z, ME62.1, ME62.4","Acute papular skin eruption, Acute purpuric skin eruption, Other specified diseases of the skin, Skin disease of unspecified nature",semantic_match,SN5Z,"Skin disorders (TM2), unspecified",semantic_match
ABC-8,snAyusthitapittakopaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
ABC-9,koShThasthitapittakopaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
ABC-10,sirAsthitapittakopaH,,,,SL07,Speech disorder (TM2),semantic_match
AB-1,nirAmapittam,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
AB-2,sAmapittam,,,,SE5Z,"Traditional medicine disorders (TM1), unspecified",semantic_match
AB-3,pittaroga-ariShTaH,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
AC,SleShmavikAraH,,,,SP92,Oedema disorder (TM2),semantic_match
ACA,doShAvasthA (kaPa),,,,SQ6Y,Other specified poisoning disorders (TM2),semantic_match
SR1B(ACA-1),kaPasa~jcayaH,,,,SR1B,Accumulation of kapha pattern (TM2),direct_match
SR1C(ACA-2),kaPavRuddhiH,,,,SR1C,Aggravation of kapha pattern (TM2),direct_match
SR1A(ACA-2.1),kaPaprakopaH,,,,SR1A,Vitiation of kapha pattern (TM2),direct_match
SR1D(ACA-3),kaPaprasaraH,,,,SR1D,Spreading of kapha pattern (TM2),direct_match
SR1E(ACA-4),kaPakShayaH,,,,SR1E,Depletion of kapha pattern (TM2),direct_match
ACB,nAnAtmaja-SleShmavikAraH,,,,SN4G,Melasma disorder (TM2),semantic_match
ACB-1,atisthaulyam (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-2(SM3B),apaktiH (kEvala-kapha),,,,SM3B,Indigestion disorder (TM2),semantic_match
SP96(ACB-3),Alasyam (kEvala-kapha),,,,SP96,Laziness disorder (TM2),direct_match
ACB-4,udardaH (kEvala-kapha),"2A21.10, EB01.Y, EB01.Z, EB05, EK50.00, XH8VS0, XM84R4","Inducible urticaria or angioedema, unspecified, Other specified forms of inducible urticaria or angioedema, Papular urticaria, Urtica plant, Urticaria of unspecified type, Urticaria pigmentosa",semantic_match,SN4K,Urticaria disorder (TM2),semantic_match
ACB-5,kaTukA~gkShA (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-6,uShNakAmitA (kEvala-kapha),,,,SR1C,Aggravation of kapha pattern (TM2),semantic_match
ACB-7(SR0Y),buddhimAndyam (kEvala-kapha),,,,SP5B,Consumptive disorder (TM2),semantic_match
ACB-8,acaitanyam (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-9,mUtrAdhikyam (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-10,SukravRuddhiH/SukrAdhikyam (kEvala-kapha),,,,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ACB-11,Saityam-nAnAtmajaSleShmavikAraH (kEvala-kapha),,,,SD93,Alternating fever and chills disorder (TM1),semantic_match
ACB-12(SM1Y),kaNThopalepaH/mukhalepaH (kEvala-kapha),DA01.Z,"Disorder of oral mucosa, unspecified",semantic_match,SM1Y,Other specified oral cavity disorders (TM2),semantic_match
ACB-13,galagaNDaH (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-14(SP9Y),gurugAtratA (kEvala-kapha),,,,SP9Z,"Disorders affecting the whole body (TM2), unspecified",semantic_match
ACB-15(SQ4Y),tandrA (kEvala-kapha),,,,SQ24,Insomnia disorder (TM2),semantic_match
ACB-16(SM7Y),tRuptiH (kEvala-kapha),,,,SR1E,Depletion of kapha pattern (TM2),semantic_match
SL72(ACB-17),dhamanIpraticayaH (kEvala-kapha),,,,SL72,Thickened arteries disorder (TM2),direct_match
SQ40(ACB-18),nidrAdhikyam (kEvala-kapha),"7A00, 7A0Z, 7A21, 7B00.3, 7B01.0, 7B2Z","Chronic insomnia, Idiopathic hypersomnia, Insomnia disorders, unspecified, REM sleep behaviour disorder, Sleep-related eating disorder, Sleep-wake disorders, unspecified",semantic_match,SQ40,Hypersomnia disorder (TM2),direct_match
ACB-19,balAsakaH (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-20,malAdhikyam (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-21(SM1Y),mukhamAdhuryam (kEvala-kapha),,,,SK84,Dysacousia disorder (TM2),semantic_match
ACB-22,mukhasrAvaH/prasekaH (kEvala-kapha),"DA04.Y, DA04.Z, LA14.10","Aplasia of lacrimal or salivary glands, Diseases of salivary glands, unspecified, Other specified diseases of salivary glands",semantic_match,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-23(SM3B),SItAgnitA (agnimAndyam) (kEvala-kapha),,,,SM7Y,Other specified gastro-intestinal disorders (TM2),semantic_match
ACB-24(SM7Y),SleShmodgiraNam (kEvala-kapha),,,,SM44,Splenomegaly disorder (TM2),semantic_match
ACB-25,Svetavarcastvam (kEvala-kapha),,,,SR86,Faeces with undigested food residues pattern (TM2),semantic_match
ACB-26,SvetAvaBAsatA (kEvala-kapha),,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACB-27(SP9Y),staimityam (kEvala-kapha),,,,SE0Z,"Warmth disorders (TM1), unspecified",semantic_match
ACB-28(SL6Y),hRudayopalepaH (kEvala-kapha),,,,SL62,Palpitation disorder (TM2),semantic_match
ACB-29(SK5Y),ghargharavAkyatA (kEvala-kapha),,,,SL07,Speech disorder (TM2),semantic_match
ACC,sthAnaviSeSha-kupitakaPaH,,,,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ACC-1,tvak-sthitakaPakopaH,2B57.1,Kaposi sarcoma of skin,semantic_match,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ACC-2,raktasthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-3,mAMsasthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-4,medaHsthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-5,asthisthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-6,majjAsthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-7,SukrasthitakaPakopaH,,,,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ACC-8,sirAsthitakaPakopaH,XM7N41,Sirukumab,semantic_match,SR1A,Vitiation of kapha pattern (TM2),semantic_match
ACC-9,snAyusthitakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
ACC-10,koShThasthakaPakopaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
AC-1,sAmakaPaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
AC-2,nirAmakaPaH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
